"title","authors","date_document","celex","Full_OJ","manif_pdf","manif_html"
"Council Decision (CFSP) 2022/2479 of 16 December 2022 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-16,"32022D2479","http://publications.europa.eu/resource/cellar/198fe47e-7d66-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/846fa2b4-7d69-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/846fa2b4-7d69-11ed-9887-01aa75ed71a1.0006.03"
"Council Regulation (EU) 2022/2475 of 16 December 2022 amending Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-16,"32022R2475","http://publications.europa.eu/resource/cellar/198fe47e-7d66-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/7dbe1d66-7d6a-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/7dbe1d66-7d6a-11ed-9887-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/2477 of 16 December 2022 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-16,"32022D2477","http://publications.europa.eu/resource/cellar/198fe47e-7d66-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/e83d7ad1-7d67-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/e83d7ad1-7d67-11ed-9887-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2022/2476 of 16 December 2022 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-16,"32022R2476","http://publications.europa.eu/resource/cellar/198fe47e-7d66-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/80f872c2-7d68-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/80f872c2-7d68-11ed-9887-01aa75ed71a1.0006.03"
"Council Regulation (EU) 2022/2474 of 16 December 2022 amending Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia’s actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-16,"32022R2474","http://publications.europa.eu/resource/cellar/198fe47e-7d66-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/6a2a16d0-7d67-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/6a2a16d0-7d67-11ed-9887-01aa75ed71a1.0006.03"
"Council Regulation (EU, Euratom) 2022/2496 of 15 December 2022 amending Regulation (EU, Euratom) 2020/2093 laying down the multiannual financial framework for the years 2021 to 2027","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-15,"32022R2496","http://publications.europa.eu/resource/cellar/6691a262-8007-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/34915aaa-800b-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/34915aaa-800b-11ed-9887-01aa75ed71a1.0006.03"
"Regulation (EU) 2022/2463 of the European Parliament and of the Council of 14 December 2022 establishing an instrument for providing support to Ukraine for 2023 (macro-financial assistance +)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL,http://publications.europa.eu/resource/authority/corporate-body/EP",2022-12-14,"32022R2463","http://publications.europa.eu/resource/cellar/c5b722d9-7ce2-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/fcd26d55-7ce4-11ed-9887-01aa75ed71a1.0006.03","http://publications.europa.eu/resource/cellar/fcd26d55-7ce4-11ed-9887-01aa75ed71a1.0006.02"
"Decision (EU) 2022/2512 of the European Parliament and of the Council of 14 December 2022 on the non-acceptance of travel documents of the Russian Federation issued in Ukraine and Georgia","http://publications.europa.eu/resource/authority/corporate-body/CONSIL,http://publications.europa.eu/resource/authority/corporate-body/EP",2022-12-14,"32022D2512","http://publications.europa.eu/resource/cellar/aff6bfc3-80d0-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/4d630e12-80d5-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/4d630e12-80d5-11ed-9887-01aa75ed71a1.0006.03"
"European Parliament legislative resolution of 14 December 2022 on the Council position at first reading with a view to the adoption of a regulation of the European Parliament and of the Council establishing an instrument for providing support to Ukraine for 2023 (macro-financial assistance +) (15727/2022 — C9-0424/2022 — 2022/0371(COD))","http://publications.europa.eu/resource/authority/corporate-body/EP,http://publications.europa.eu/resource/authority/corporate-body/EP_INTA",2022-12-14,"52022AP0439","http://publications.europa.eu/resource/cellar/c57c8d0f-f46d-11ed-a05c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/d3d3f3db-f474-11ed-a05c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/d3d3f3db-f474-11ed-a05c-01aa75ed71a1.0006.03"
"Notice for the attention of the natural or legal persons, entities or bodies subject to the restrictive measures provided for in Council Decision 2014/145/CFSP, as amended by Council Decision (CFSP) 2022/2432, and Council Regulation (EU) No 269/2014 as implemented by Council Implementing Regulation (EU) 2022/2430 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine 2022/C 473/05","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-13,"52022XG1213(04)","http://publications.europa.eu/resource/cellar/e60febf1-7a87-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/e570b3d6-7a89-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/e570b3d6-7a89-11ed-9887-01aa75ed71a1.0006.03"
"Notice for the attention of the persons, entities and bodies subject to the restrictive measures provided for in Council Decision 2014/145/CFSP, as amended by Council Decision (CFSP) 2022/2432, and Council Regulation (EU) No 269/2014, as implemented by Council Implementing Regulation (EU) 2022/2430 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine 2022/C 473/04","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-13,"52022XG1213(03)","http://publications.europa.eu/resource/cellar/e60febf1-7a87-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/10b21df3-7a89-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/10b21df3-7a89-11ed-9887-01aa75ed71a1.0006.03"
"Notice for the attention of the data subjects to whom the restrictive measures provided for in Council Decision 2014/145/CFSP and Council Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine apply 2022/C 473/06","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-13,"52022XG1213(05)","http://publications.europa.eu/resource/cellar/e60febf1-7a87-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/31571787-7a8a-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/31571787-7a8a-11ed-9887-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2022/2430 of 12 December 2022 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-12,"32022R2430","http://publications.europa.eu/resource/cellar/d14de90f-7a36-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/4fb50b02-7a3a-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/4fb50b02-7a3a-11ed-9887-01aa75ed71a1.0006.03"
"COMMUNICATION FROM THE COMMISSION TO THE EUROPEAN PARLIAMENT pursuant to Article 294(6) of the Treaty on the Functioning of the European Union concerning the position of the Council on the adoption of a Regulation (EU) of the European Parliament and of the Council establishing an instrument for providing support to Ukraine for 2023 (macro-financial assistance +)","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2022-12-12,"52022PC0738",,"http://publications.europa.eu/resource/cellar/90302611-7a20-11ed-9887-01aa75ed71a1.0015.01","http://publications.europa.eu/resource/cellar/90302611-7a20-11ed-9887-01aa75ed71a1.0015.03"
"Council Decision (CFSP) 2022/2432 of 12 December 2022 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-12,"32022D2432","http://publications.europa.eu/resource/cellar/d14de90f-7a36-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/ec3d73c4-7a3c-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/ec3d73c4-7a3c-11ed-9887-01aa75ed71a1.0006.03"
"Position (EU) No 4/2022 of the Council at first reading with a view to the adoption of a Regulation of the European Parliament and of the Council establishing an instrument for providing support to Ukraine for 2023 (macro-financial assistance +) Adopted by the Council on 10 December 2022 2022/C 476/03","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-10,"52022AG0004(01)","http://publications.europa.eu/resource/cellar/55680d93-7c4a-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/65337370-7c4d-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/65337370-7c4d-11ed-9887-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-08,"32022R1904R(04)","http://publications.europa.eu/resource/cellar/35a202a7-76c8-11ed-9887-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-08,"32022R0879R(03)","http://publications.europa.eu/resource/cellar/35a202a7-76c8-11ed-9887-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-08,"32022D1909R(02)","http://publications.europa.eu/resource/cellar/35a202a7-76c8-11ed-9887-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-08,"32022D0884R(01)","http://publications.europa.eu/resource/cellar/35a202a7-76c8-11ed-9887-01aa75ed71a1",,
"Joint Proposal for a COUNCIL REGULATION amending Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/FISMA",2022-12-07,"52022JC0056",,"http://publications.europa.eu/resource/cellar/f75df5e3-a855-11ed-b508-01aa75ed71a1.0017.02","http://publications.europa.eu/resource/cellar/f75df5e3-a855-11ed-b508-01aa75ed71a1.0017.03"
"Joint Proposal for a COUNCIL REGULATION amending Council Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/FISMA",2022-12-07,"52022JC0055",,"http://publications.europa.eu/resource/cellar/a5fac569-c25f-11ed-a05c-01aa75ed71a1.0003.02","http://publications.europa.eu/resource/cellar/a5fac569-c25f-11ed-a05c-01aa75ed71a1.0003.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-06,"32022R0879R(02)","http://publications.europa.eu/resource/cellar/907edfb0-752f-11ed-9887-01aa75ed71a1",,
"Council Decision (CFSP) 2022/2369 of 3 December 2022 amending Decision 2014/512/CFSP concerning restrictive measures in view of Russia’s actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-03,"32022D2369","http://publications.europa.eu/resource/cellar/3c7002c9-7343-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/57a7734d-7346-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/57a7734d-7346-11ed-9887-01aa75ed71a1.0006.03"
"Commission Implementing Regulation (EU) 2022/2368 of 3 December 2022 amending Council Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia’s actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/FISMA",2022-12-03,"32022R2368","http://publications.europa.eu/resource/cellar/3c7002c9-7343-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/e7927a1b-7344-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/e7927a1b-7344-11ed-9887-01aa75ed71a1.0006.03"
"Council Regulation (EU) 2022/2367 of 3 December 2022 amending Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia’s actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-03,"32022R2367","http://publications.europa.eu/resource/cellar/3c7002c9-7343-11ed-9887-01aa75ed71a1","http://publications.europa.eu/resource/cellar/75a2e29c-7345-11ed-9887-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/75a2e29c-7345-11ed-9887-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-01,"32022R1904R(03)","http://publications.europa.eu/resource/cellar/86bb8fe7-714e-11ed-9887-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-01,"32022R0300R(01)","http://publications.europa.eu/resource/cellar/86bb8fe7-714e-11ed-9887-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-12-01,"32022D0307R(01)","http://publications.europa.eu/resource/cellar/86bb8fe7-714e-11ed-9887-01aa75ed71a1",,
"P9_TA(2022)0413 Non-acceptance of travel documents of the Russian Federation issued in Ukraine and Georgia European Parliament legislative resolution of 24 November 2022 on the proposal for a decision of the European Parliament and of the Council on the non-recognition of Russian travel documents issued in occupied foreign regions (COM(2022)0662 — C9-0302/2022 — 2022/0274(COD)) P9_TC1-COD(2022)0274 Position of the European Parliament adopted at first reading on 24 November 2022 with a view to the adoption of Decision (EU) 2022/… of the European Parliament and of the Council on the non-acceptance of travel documents of the Russian Federation issued in Ukraine and Georgia","http://publications.europa.eu/resource/authority/corporate-body/EP,http://publications.europa.eu/resource/authority/corporate-body/EP_LIBE",2022-11-24,"52022AP0413","http://publications.europa.eu/resource/cellar/b59936d3-efa6-11ed-a05c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/30940c39-efae-11ed-a05c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/30940c39-efae-11ed-a05c-01aa75ed71a1.0006.03"
"European Parliament legislative resolution of 24 November 2022 on the draft Council regulation amending Regulation (EU, Euratom) 2020/2093 laying down the multiannual financial framework for the years 2021 to 2027 (14471/2022 — C9-0386/2022 — 2022/0369(APP))","http://publications.europa.eu/resource/authority/corporate-body/EP,http://publications.europa.eu/resource/authority/corporate-body/EP_BUDG",2022-11-24,"52022AP0410","http://publications.europa.eu/resource/cellar/b59936d3-efa6-11ed-a05c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/8aa47e96-efad-11ed-a05c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/8aa47e96-efad-11ed-a05c-01aa75ed71a1.0006.03"
"P9_TA(2022)0412 ‘Macro-Financial Assistance+’ instrument for providing support to Ukraine for 2023 European Parliament legislative resolution of 24 November 2022 on the proposal for a regulation of the European Parliament and of the Council establishing an Instrument for providing support to Ukraine for 2023 (macro-financial assistance +) (COM(2022)0597 — C9-0373/2022 — 2022/0371(COD)) P9_TC1-COD(2022)0371 Position of the European Parliament adopted at first reading on 24 November 2022 with a view to the adoption of Regulation (EU) 2022/… of the European Parliament and of the Council establishing an instrument for providing support to Ukraine for 2023 (macro-financial assistance +)","http://publications.europa.eu/resource/authority/corporate-body/EP,http://publications.europa.eu/resource/authority/corporate-body/EP_INTA",2022-11-24,"52022AP0412","http://publications.europa.eu/resource/cellar/b59936d3-efa6-11ed-a05c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/f992ee98-efad-11ed-a05c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/f992ee98-efad-11ed-a05c-01aa75ed71a1.0006.03"
"P9_TA(2022)0411 Amending Regulation (EU, Euratom) 2018/1046 as regards the establishment of a diversified funding strategy as a general borrowing method European Parliament legislative resolution of 24 November 2022 on the proposal for a regulation of the European Parliament and of the Council amending Regulation (EU, Euratom) 2018/1046 as regards the establishment of a diversified funding strategy as a general borrowing method (COM(2022)0596 — C9-0374/2022 — 2022/0370(COD)) P9_TC1-COD(2022)0370 Position of the European Parliament adopted at first reading on 24 November 2022 with a view to the adoption of Regulation (EU, Euratom) 2022/… of the European Parliament and of the Council amending Regulation (EU, Euratom) 2018/1046 as regards the establishment of a diversified funding strategy as a general borrowing method","http://publications.europa.eu/resource/authority/corporate-body/EP,http://publications.europa.eu/resource/authority/corporate-body/EP_BUDG,http://publications.europa.eu/resource/authority/corporate-body/EP_CONT",2022-11-24,"52022AP0411","http://publications.europa.eu/resource/cellar/b59936d3-efa6-11ed-a05c-01aa75ed71a1","http://publications.europa.eu/resource/cellar/c2350af7-efad-11ed-a05c-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/c2350af7-efad-11ed-a05c-01aa75ed71a1.0006.03"
"Joint Proposal for a COUNCIL REGULATION amending Council Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/FISMA",2022-11-23,"52022JC0052",,"http://publications.europa.eu/resource/cellar/4413546a-c290-11ed-a05c-01aa75ed71a1.0017.02","http://publications.europa.eu/resource/cellar/4413546a-c290-11ed-a05c-01aa75ed71a1.0017.03"
"Notice for the attention of a person subject to the restrictive measures provided for in Council Decision 2014/119/CFSP and in Council Regulation (EU) No 208/2014 concerning restrictive measures directed against certain persons, entities and bodies in view of the situation in Ukraine 2022/C 440/03","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-11-21,"52022XG1121(01)","http://publications.europa.eu/resource/cellar/929d7ee2-693d-11ed-b14f-01aa75ed71a1","http://publications.europa.eu/resource/cellar/6a83c52c-693f-11ed-b14f-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/6a83c52c-693f-11ed-b14f-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/2276 of 18 November 2022 amending Decision (CFSP) 2019/2009 in support of Ukraine’s efforts to combat illicit trafficking in weapons, ammunition and explosives, in cooperation with the OSCE","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-11-18,"32022D2276","http://publications.europa.eu/resource/cellar/9c7e0793-693d-11ed-b14f-01aa75ed71a1","http://publications.europa.eu/resource/cellar/8ecee366-6940-11ed-b14f-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/8ecee366-6940-11ed-b14f-01aa75ed71a1.0006.03"
"Notice for the attention of the persons, entities and bodies subject to the restrictive measures provided for in Council Decision 2014/145/CFSP, as amended by Council Decisions (CFSP) 2022/2233, and Council Regulation (EU) No 269/2014, as implemented by Council Implementing Regulation (EU) 2022/2229 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine 2022/C 433/09","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-11-15,"52022XG1115(03)","http://publications.europa.eu/resource/cellar/d682ebd3-6487-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/4b1f4332-6498-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/4b1f4332-6498-11ed-92ed-01aa75ed71a1.0006.03"
"Notice for the attention of the natural or legal persons, entities or bodies subject to the restrictive measures provided for in Council Decision 2014/145/CFSP, as amended by Council Decision (CFSP) 2022/2233, and Council Regulation (EU) No 269/2014 as implemented by Council Implementing Regulation (EU) 2022/2229 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine 2022/C 433/10","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-11-15,"52022XG1115(04)","http://publications.europa.eu/resource/cellar/d682ebd3-6487-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/ceabde23-6498-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/ceabde23-6498-11ed-92ed-01aa75ed71a1.0006.03"
"Notice for the attention of the data subjects to whom the restrictive measures provided for in Council Decision 2014/145/CFSP and Council Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine apply 2022/C 433/11","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-11-15,"52022XG1115(05)","http://publications.europa.eu/resource/cellar/d682ebd3-6487-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/05df26ac-648d-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/05df26ac-648d-11ed-92ed-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/2245 of 14 November 2022 on an assistance measure under the European Peace Facility to support the Ukrainian Armed Forces trained by the European Union Military Assistance Mission in support of Ukraine with military equipment, and platforms, designed to deliver lethal force","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-11-14,"32022D2245","http://publications.europa.eu/resource/cellar/79cc68fb-64b9-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/21654eed-64bc-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/21654eed-64bc-11ed-92ed-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2022/2229 of 14 November 2022 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-11-14,"32022R2229","http://publications.europa.eu/resource/cellar/95caaf9b-6421-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/bd869fb0-6424-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/bd869fb0-6424-11ed-92ed-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/2243 of 14 November 2022 launching the European Union Military Assistance Mission in support of Ukraine (EUMAM Ukraine)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-11-14,"32022D2243","http://publications.europa.eu/resource/cellar/79cc68fb-64b9-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/0a193ab8-64bf-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/0a193ab8-64bf-11ed-92ed-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/2233 of 14 November 2022 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-11-14,"32022D2233","http://publications.europa.eu/resource/cellar/95caaf9b-6421-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/e9117cae-6428-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/e9117cae-6428-11ed-92ed-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL,http://publications.europa.eu/resource/authority/corporate-body/EP",2022-11-10,"32022D1628R(01)","http://publications.europa.eu/resource/cellar/74ae0392-60bd-11ed-92ed-01aa75ed71a1",,
"Proposal for a REGULATION OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL amending Regulation (EU, Euratom) 2018/1046 as regards the establishment of a diversified funding strategy as a general borrowing method","http://publications.europa.eu/resource/authority/corporate-body/BUDG,http://publications.europa.eu/resource/authority/corporate-body/COM",2022-11-09,"52022PC0596",,"http://publications.europa.eu/resource/cellar/1c5f3362-604e-11ed-92ed-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/1c5f3362-604e-11ed-92ed-01aa75ed71a1.0001.03"
"Proposal for a REGULATION OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL establishing an Instrument for providing support to Ukraine for 2023 (macro-financial assistance +)","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/ECFIN",2022-11-09,"52022PC0597",,"http://publications.europa.eu/resource/cellar/07b3e910-604e-11ed-92ed-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/07b3e910-604e-11ed-92ed-01aa75ed71a1.0001.03"
"Council Decision (CFSP) 2022/2184 of 8 November 2022 amending Decision (CFSP) 2019/1296 in support of strengthening biological safety and security in Ukraine in line with the implementation of United Nations Security Council Resolution 1540 (2004) on non-proliferation of weapons of mass destruction and their means of delivery","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-11-08,"32022D2184","http://publications.europa.eu/resource/cellar/7aa6c7d4-5fd0-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/9235b701-5fe0-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/9235b701-5fe0-11ed-92ed-01aa75ed71a1.0006.03"
"Political and Security Committee Decision (CFSP) 2022/2097 of 27 October 2022 on the appointment of the Special Training Commander for the European Union Military Assistance Mission in support of Ukraine (EUMAM Ukraine) (EUMAM Ukraine/2/2022)","http://publications.europa.eu/resource/authority/corporate-body/CMT_PSC",2022-10-27,"32022D2097","http://publications.europa.eu/resource/cellar/07817b0d-58be-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/e03d2b0c-58c5-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/e03d2b0c-58c5-11ed-92ed-01aa75ed71a1.0006.03"
"Political and Security Committee Decision (CFSP) 2022/2096 of 27 October 2022 on the appointment of the Combined Arms Training Commander for the European Union Military Assistance Mission in support of Ukraine (EUMAM Ukraine) (EUMAM Ukraine/1/2022)","http://publications.europa.eu/resource/authority/corporate-body/CMT_PSC",2022-10-27,"32022D2096","http://publications.europa.eu/resource/cellar/07817b0d-58be-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/e96dfdaa-58c3-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/e96dfdaa-58c3-11ed-92ed-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-27,"32022D1909R(01)","http://publications.europa.eu/resource/cellar/3331ee74-55c2-11ed-92ed-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-27,"32022R1904R(02)","http://publications.europa.eu/resource/cellar/3331ee74-55c2-11ed-92ed-01aa75ed71a1",,
"Notice for the attention of the persons, entities and bodies subject to the restrictive measures provided for in Council Decision 2014/145/CFSP, as amended by Council Decisions (CFSP) 2022/1986, and Council Regulation (EU) No 269/2014, as implemented by Council Implementing Regulation (EU) 2022/1985 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine 2022/C 405/07","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-10-21,"52022XG1021(01)","http://publications.europa.eu/resource/cellar/c241ca27-50d9-11ed-92ed-01aa75ed71a1","http://publications.europa.eu/resource/cellar/1877277e-50e8-11ed-92ed-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/1877277e-50e8-11ed-92ed-01aa75ed71a1.0006.03"
